==============================================================================
==============================================================================
Tue. Sep. 2 2014                  LANDSAT 5                       Time: 11:43
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101409017506_00100                          Path / Row - 121 / 34
Reference Image: L51CLT1095357010100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1210344214   36.97435    118.19124    -0.15     -0.02     0.15     1 
1210344215   36.97400    118.22595     0.09     -0.03     0.09     1 
1210344216   36.97363    118.26066    -0.04      0.07     0.07     1 
1210344217   36.97326    118.29537    -0.06     -0.02     0.06     1 
1210344218   36.97288    118.33008     0.02     -0.12     0.12     1 
1210344219   36.97248    118.36478    -0.01      0.17     0.17     1 
1210344225   36.96991    118.57301     0.05      0.10     0.11     1 
1210344226   36.96944    118.60771     0.24      0.10     0.26     1 
1210344227   36.96897    118.64241    -0.02     -0.09     0.09     1 
1210344228   36.96848    118.67711     0.24      0.12     0.26     1 
1210344231   36.96696    118.78120     0.08      0.04     0.09     1 
1210344235   36.96480    118.91998     0.12      0.04     0.13     1 
1210344239   36.96247    119.05875     0.20      0.08     0.21     1 
1210344240   36.96187    119.09343    -0.01      0.11     0.11     1 
1210344241   36.96125    119.12812    -0.04      0.08     0.09     1 
1210344242   36.96062    119.16281     0.03      0.02     0.03     1 
1210344244   36.95934    119.23218     0.11     -0.03     0.12     1 
1210344245   36.95868    119.26686    -0.01      0.19     0.19     1 
1210344246   36.95802    119.30154     0.04      0.07     0.08     1 
1210344248   36.95665    119.37090     0.09      0.02     0.09     1 
1210344249   36.95595    119.40558     0.06      0.05     0.08     1 
1210344254   36.95231    119.57895     0.29      0.09     0.31     1 
1210344283   36.95084    117.98265     0.12     -0.09     0.15     1 
1210344285   36.95025    118.05205    -0.13      0.00     0.13     1 
1210344289   36.94893    118.19085    -0.08     -0.13     0.15     1 
1210344291   36.94822    118.26024    -0.00      0.10     0.10     1 
1210344292   36.94785    118.29494    -0.13     -0.07     0.14     1 
1210344294   36.94707    118.36433    -0.04      0.26     0.26     1 
1210344296   36.94625    118.43372     0.36      0.03     0.36     1 
1210344297   36.94583    118.46841     0.04      0.21     0.21     1 
1210344298   36.94539    118.50310     0.01      0.07     0.07     1 
1210344299   36.94495    118.53779    -0.24      0.13     0.27     1 
1210344300   36.94449    118.57248    -0.15     -0.01     0.15     1 
1210344302   36.94356    118.64186     0.07      0.04     0.08     1 
1210344303   36.94307    118.67655     0.02     -0.10     0.11     1 
1210344311   36.93883    118.95402    -0.09     -0.03     0.09     1 
1210344315   36.93646    119.09274    -0.12      0.08     0.14     1 
1210344316   36.93585    119.12741     0.05      0.12     0.13     1 
1210344317   36.93522    119.16209     0.01      0.03     0.03     1 
1210344319   36.93394    119.23144    -0.23      0.06     0.24     1 
1210344320   36.93328    119.26611    -0.03      0.15     0.16     1 
1210344323   36.93125    119.37011     0.01      0.04     0.04     1 
1210344325   36.92985    119.43945     0.30     -0.23     0.37     1 
1210344327   36.92840    119.50877    -0.01     -0.00     0.01     1 
1210344328   36.92766    119.54344    -0.06     -0.02     0.06     1 
1210344330   36.92616    119.61276     0.12      0.19     0.23     1 
1210344358   36.92542    117.98233     0.05     -0.14     0.14     1 
1210344361   36.92452    118.08639    -0.13     -0.09     0.16     1 
1210344362   36.92419    118.12108    -0.26     -0.08     0.28     1 
1210344363   36.92386    118.15577     0.07     -0.03     0.08     1 
1210344364   36.92352    118.19045     0.01     -0.07     0.07     1 
1210344365   36.92317    118.22514    -0.10      0.14     0.18     1 
1210344367   36.92243    118.29451    -0.04     -0.05     0.06     1 
1210344368   36.92205    118.32919     0.06      0.19     0.20     1 
1210344369   36.92166    118.36388     0.12     -0.00     0.12     1 
1210344370   36.92125    118.39856    -0.03     -0.14     0.15     1 
1210344373   36.91998    118.50260     0.04      0.11     0.12     1 
1210344375   36.91908    118.57196     0.09      0.15     0.17     1 
1210344376   36.91862    118.60664     0.10      0.23     0.25     1 
1210344377   36.91815    118.64132     0.03      0.03     0.04     1 
1210344379   36.91717    118.71067    -0.21      0.10     0.23     1 
1210344383   36.91509    118.84936     0.27      0.04     0.27     1 
1210344387   36.91285    118.98804    -0.05      0.04     0.06     1 
1210344388   36.91226    119.02271    -0.03      0.07     0.07     1 
1210344389   36.91167    119.05738     0.08     -0.09     0.12     1 
1210344390   36.91106    119.09204     0.11      0.05     0.13     1 
1210344391   36.91044    119.12671    -0.01     -0.41     0.41     1 
1210344392   36.90982    119.16137    -0.04      0.05     0.07     1 
1210344393   36.90918    119.19603    -0.05     -0.00     0.05     1 
1210344394   36.90854    119.23069    -0.06      0.12     0.14     1 
1210344397   36.90654    119.33467     0.23     -0.01     0.23     1 
1210344398   36.90585    119.36933     0.27     -0.09     0.29     1 
1210344399   36.90516    119.40398     0.27      0.09     0.29     1 
1210344435   36.89941    118.05136    -0.12      0.08     0.15     1 
1210344436   36.89910    118.08603    -0.14     -0.19     0.24     1 
1210344437   36.89878    118.12071    -0.27      0.01     0.27     1 
1210344438   36.89845    118.15538    -0.07     -0.02     0.07     1 
1210344441   36.89739    118.25941     0.27      0.05     0.28     1 
1210344444   36.89624    118.36342     0.03      0.12     0.12     1 
1210344450   36.89367    118.57144     0.10      0.16     0.19     1 
1210344451   36.89321    118.60611     0.12      0.13     0.18     1 
1210344452   36.89273    118.64077     0.15      0.08     0.17     1 
1210344453   36.89225    118.67544     0.06      0.05     0.08     1 
1210344458   36.88968    118.84875    -0.17      0.18     0.25     1 
1210344459   36.88914    118.88341     0.29      0.02     0.29     1 
1210344460   36.88858    118.91807    -0.12     -0.32     0.35     1 
1210344461   36.88802    118.95273     0.41     -0.20     0.46     1 
1210344462   36.88744    118.98739    -0.03     -0.16     0.16     1 
1210344464   36.88626    119.05670     0.06     -0.35     0.35     1 
1210344469   36.88314    119.22996    -0.03      0.02     0.03     1 
1210344470   36.88248    119.26460    -0.05      0.03     0.06     1 
1210344472   36.88114    119.33390     0.04      0.11     0.12     1 
1210344473   36.88045    119.36854     0.17      0.11     0.21     1 
1210344474   36.87976    119.40319    -0.08      0.04     0.09     1 
1210344479   36.87613    119.57639     0.12     -0.04     0.13     1 
1210344503   36.87589    117.80834    -0.19     -0.13     0.23     1 
1210344506   36.87514    117.91234     0.25      0.09     0.27     1 
1210344509   36.87430    118.01634    -0.01     -0.25     0.25     1 
1210344510   36.87400    118.05101    -0.37     -0.14     0.40     1 
1210344513   36.87303    118.15500    -0.21     -0.02     0.21     1 
1210344516   36.87197    118.25899    -0.19      0.05     0.20     1 
1210344517   36.87160    118.29365     0.07     -0.26     0.27     1 
1210344519   36.87083    118.36297     0.11      0.27     0.29     1 
1210344520   36.87042    118.39763     0.19      0.19     0.27     1 
1210344521   36.87001    118.43229     0.25      0.21     0.33     1 
1210344522   36.86959    118.46695    -0.17     -0.25     0.30     1 
1210344525   36.86826    118.57092    -0.07      0.06     0.09     1 
1210344527   36.86732    118.64023     0.22      0.03     0.23     1 
1210344533   36.86427    118.84814     0.02      0.16     0.16     1 
1210344535   36.86317    118.91743     0.05      0.09     0.10     1 
1210344536   36.86261    118.95208    -0.06      0.08     0.10     1 
1210344537   36.86203    118.98673    -0.11      0.24     0.27     1 
1210344548   36.85505    119.36776     0.10      0.16     0.19     1 
1210344549   36.85436    119.40239    -0.04     -0.06     0.07     1 
1210344554   36.85073    119.57553     0.07      0.07     0.10     1 
1210344557   36.84843    119.67941     0.35      0.09     0.36     1 
1210344586   36.84827    118.08531    -0.35      0.15     0.38     1 
1210344587   36.84795    118.11996    -0.27      0.01     0.27     1 
1210344590   36.84692    118.22392    -0.15     -0.08     0.17     1 
1210344597   36.84418    118.46646    -0.09      0.03     0.10     1 
1210344598   36.84374    118.50111    -0.07      0.14     0.15     1 
1210344599   36.84330    118.53575    -0.13      0.15     0.20     1 
1210344601   36.84239    118.60504     0.29     -0.08     0.30     1 
1210344605   36.84043    118.74361     0.01      0.29     0.29     1 
1210344608   36.83886    118.84753    -0.05      0.01     0.06     1 
1210344611   36.83720    118.95144     0.02     -0.07     0.08     1 
1210344612   36.83663    118.98607    -0.11     -0.14     0.18     1 
1210344616   36.83423    119.12459     0.16      0.06     0.17     1 
1210344624   36.82896    119.40160     0.14     -0.22     0.26     1 
1210344625   36.82825    119.43622     0.04      0.23     0.23     1 
1210344626   36.82754    119.47083    -0.08     -0.09     0.12     1 
1210344628   36.82608    119.54007     0.06     -0.35     0.35     1 
1210344632   36.82304    119.67852     0.22      0.21     0.31     1 
1210344652   36.82529    117.77316     0.17     -0.03     0.17     1 
1210344656   36.82431    117.91174     0.05     -0.15     0.16     1 
1210344658   36.82375    117.98103    -0.35     -0.17     0.39     1 
1210344669   36.82000    118.36207    -0.23      0.08     0.25     1 
1210344673   36.81833    118.50061    -0.08      0.11     0.14     1 
1210344674   36.81789    118.53525     0.26      0.18     0.32     1 
1210344676   36.81697    118.60451     0.31      0.10     0.33     1 
1210344677   36.81650    118.63914     0.13      0.23     0.27     1 
1210344681   36.81451    118.77766     0.08      0.02     0.09     1 
1210344682   36.81399    118.81229     0.15      0.26     0.30     1 
1210344685   36.81236    118.91617     0.29      0.03     0.29     1 
1210344686   36.81180    118.95079     0.27      0.15     0.31     1 
1210344687   36.81122    118.98541    -0.18      0.12     0.22     1 
1210344689   36.81005    119.05465    -0.04     -0.03     0.05     1 
1210344693   36.80757    119.19313     0.16      0.03     0.17     1 
1210344699   36.80356    119.40080     0.11      0.12     0.16     1 
1210344701   36.80214    119.47002     0.06      0.21     0.22     1 
1210344702   36.80142    119.50462     0.07     -0.11     0.13     1 
1210344703   36.80068    119.53923     0.12      0.01     0.12     1 
1210344733   36.79834    117.98070    -0.26     -0.15     0.30     1 
1210344743   36.79498    118.32699    -0.26     -0.03     0.26     1 
1210344752   36.79109    118.63860     0.12      0.18     0.21     1 
1210344756   36.78910    118.77707     0.07      0.12     0.14     1 
1210344759   36.78750    118.88092    -0.04     -0.05     0.06     1 
1210344761   36.78639    118.95015     0.02     -0.12     0.12     1 
1210344762   36.78582    118.98476     0.20      0.17     0.26     1 
1210344766   36.78343    119.12319     0.09      0.27     0.28     1 
1210344776   36.77674    119.46920    -0.05     -0.00     0.05     1 
1210344781   36.77302    119.64216    -0.18     -0.02     0.18     1 
1210344782   36.77225    119.67675    -0.05      0.11     0.12     1 
1210344813   36.77137    118.15347    -0.33     -0.07     0.34     1 
1210344815   36.77067    118.22271    -0.19      0.00     0.19     1 
1210344818   36.76956    118.32656     0.21     -0.01     0.21     1 
1210344819   36.76917    118.36117    -0.01      0.09     0.09     1 
1210344822   36.76794    118.46501     0.05      0.14     0.15     1 
1210344824   36.76706    118.53423    -0.16     -0.02     0.16     1 
1210344836   36.76098    118.94950    -0.09     -0.10     0.13     1 
1210344837   36.76041    118.98410     0.13     -0.01     0.13     1 
1210344838   36.75983    119.01870     0.16     -0.07     0.17     1 
1210344850   36.75206    119.43380     0.09      0.07     0.11     1 
1210344853   36.74989    119.53755    -0.06      0.12     0.14     1 
1210344889   36.74561    118.18770    -0.25      0.08     0.27     1 
1210344890   36.74526    118.22231    -0.28     -0.02     0.29     1 
1210344891   36.74490    118.25691    -0.09      0.09     0.13     1 
1210344892   36.74453    118.29152    -0.17      0.05     0.18     1 
1210344893   36.74415    118.32612     0.21      0.08     0.23     1 
1210344894   36.74376    118.36072    -0.08      0.08     0.11     1 
1210344897   36.74252    118.46453     0.21      0.11     0.24     1 
1210344909   36.73669    118.87968    -0.07     -0.21     0.22     1 
1210344910   36.73614    118.91427     0.10      0.03     0.10     1 
1210344912   36.73500    118.98345    -0.09      0.04     0.10     1 
1210344913   36.73442    119.01803     0.02      0.04     0.05     1 
1210344916   36.73262    119.12179    -0.37     -0.11     0.39     1 
1210344918   36.73136    119.19096    -0.11      0.02     0.11     1 
1210344922   36.72874    119.32927    -0.01      0.07     0.07     1 
1210344928   36.72449    119.53672     0.10      0.12     0.16     1 
1210344969   36.71834    118.36027    -0.19     -0.05     0.19     1 
1210344970   36.71794    118.39486    -0.07      0.16     0.18     1 
1210344971   36.71753    118.42946    -0.14     -0.04     0.14     1 
1210344978   36.71438    118.67157    -0.24      0.01     0.24     1 
1210344986   36.71017    118.94822     0.10     -0.10     0.14     1 
1210344987   36.70960    118.98279    -0.07      0.16     0.18     1 
1210344988   36.70902    119.01737     0.02      0.19     0.19     1 
1210344989   36.70842    119.05194     0.32      0.01     0.32     1 
1210344990   36.70782    119.08652    -0.31     -0.04     0.32     1 
1210344993   36.70596    119.19023     0.03      0.06     0.07     1 
1210345002   36.69983    119.50132    -0.03     -0.28     0.28     1 
1210345057   36.68694    118.80930    -0.33      0.34     0.47     1 
1210345064   36.68302    119.05127    -0.06      0.06     0.08     1 
1210345066   36.68181    119.12039    -0.35      0.09     0.36     1 
1210345133   36.66100    118.84327    -0.05      0.08     0.09     1 
1210345135   36.65991    118.91238    -0.19     -0.07     0.20     1 
1210345136   36.65935    118.94693     0.01      0.11     0.11     1 
1210345137   36.65878    118.98149     0.26      0.23     0.35     1 
1210345138   36.65820    119.01604    -0.01      0.12     0.12     1 
1210345139   36.65761    119.05060    -0.18      0.29     0.34     1 
1210345141   36.65640    119.11970    -0.06     -0.06     0.08     1 
1210345148   36.65185    119.36152     0.34      0.30     0.45     1 
1210345212   36.63338    118.98084    -0.07      0.06     0.09     1 
1210345213   36.63280    119.01538    -0.13      0.25     0.28     1 
1210345217   36.63038    119.15354     0.09      0.16     0.19     1 
1210345223   36.62645    119.36074     0.19      0.02     0.19     1 
1210345292   36.60497    119.15283    -0.10      0.25     0.27     1 
1210345301   36.59895    119.46352    -0.07      0.14     0.15     1 
1210345372   36.57633    119.32469    -0.14      0.34     0.37     1 
1210345376   36.57355    119.46271    -0.04      0.15     0.15     1 
1210345379   36.57137    119.56622    -0.17      0.05     0.18     1 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 192

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.033
  Median: -0.025
  Standard Deviation: 0.141

Sample residual statistics:
  Mean: -0.023
  Median: -0.021
  Standard Deviation: 0.140

Quadrant RMSE: 0.203

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 3

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.040
  Median: -0.002
  Standard Deviation: 0.200

Sample residual statistics:
  Mean: -0.096
  Median: -0.061
  Standard Deviation: 0.092

Quadrant RMSE: 0.244

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 376

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.025
  Median: -0.025
  Standard Deviation: 0.139

Sample residual statistics:
  Mean: 0.000
  Median: -0.001
  Standard Deviation: 0.114

Quadrant RMSE: 0.182

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 213

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.000
  Median: -0.021
  Standard Deviation: 0.145

Sample residual statistics:
  Mean: 0.033
  Median: 0.039
  Standard Deviation: 0.132

Quadrant RMSE: 0.199

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 784

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: -0.020
  Median: -0.024
  Standard Deviation: 0.142

Sample residual statistics:
  Mean: 0.003
  Median: -0.000
  Standard Deviation: 0.128

Scene RMSE: 0.192

