X,Y,fid,cng_(Meters)
674365.153175391606055,4184358.739905203226954,0,7410
674395.086730127339251,4184356.744334887247533,0,7440
674425.020284862956032,4184354.748764571733773,0,7470
674454.953839598689228,4184352.753194256220013,0,7500
674484.887394334422424,4184350.757623940240592,0,7530
674514.820949070039205,4184348.762053624726832,0,7560
674544.754503805772401,4184346.766483308747411,0,7590
674574.688058541505598,4184344.770912993233651,0,7620
674604.621613277122378,4184342.77534267725423,0,7650
674634.555168012855574,4184340.77977236174047,0,7680
674664.488722748588771,4184338.78420204622671,0,7710
674694.422277484321967,4184336.788631730247289,0,7740
674724.355832219938748,4184334.793061414733529,0,7770
674754.289386955671944,4184332.797491098754108,0,7800
674784.22294169140514,4184330.801920783240348,0,7830
674814.156496427021921,4184328.806350467260927,0,7860
674844.090051162755117,4184326.810780151747167,0,7890
674874.023605898488313,4184324.815209835767746,0,7920
674903.957160634105094,4184322.819639520253986,0,7950
674933.89071536983829,4184320.824069204740226,0,7980
674963.824270105571486,4184318.828498888760805,0,8010
674993.757824841304682,4184316.832928573247045,0,8040
675023.691379576921463,4184314.837358257267624,0,8070
675053.624934312654659,4184312.841787941753864,0,8100
675083.558489048387855,4184310.846217625774443,0,8130
675113.492043784004636,4184308.850647310260683,0,8160
675143.425598519737832,4184306.855076994746923,0,8190
675173.359153255471028,4184304.859506678767502,0,8220
675203.292707991087809,4184302.863936363253742,0,8250
675233.226262726821005,4184300.868366047274321,0,8280
675263.159817462554201,4184298.872795731760561,0,8310
675293.093372198287398,4184296.87722541578114,0,8340
675323.026926933904178,4184294.88165510026738,0,8370
675352.960481669637375,4184292.886084784753621,0,8400
675382.894036405370571,4184290.890514468774199,0,8430
675412.827591140987352,4184288.89494415326044,0,8460
675442.761145876720548,4184286.899373837281018,0,8490
675472.694700612453744,4184284.903803521767259,0,8520
675502.628255348070525,4184282.908233205787838,0,8550
675532.561810083803721,4184280.912662890274078,0,8580
675562.495364819536917,4184278.917092574760318,0,8610
675592.428919555270113,4184276.921522258780897,0,8640
675622.362474290886894,4184274.925951943267137,0,8670
675652.29602902662009,4184272.930381627287716,0,8700
675682.229583762353286,4184270.934811311773956,0,8730
675712.163138497970067,4184268.939240995794535,0,8760
675742.096693233703263,4184266.943670680280775,0,8790
675772.030247969436459,4184264.948100364767015,0,8820
675801.96380270505324,4184262.952530048787594,0,8850
675831.897357440786436,4184260.956959733273834,0,8880
675861.830912176519632,4184258.961389417294413,0,8910
675891.764466912252828,4184256.965819101780653,0,8940
675921.698021647869609,4184254.970248785801232,0,8970
675951.631576383602805,4184252.974678470287472,0,9000
675981.565131119336002,4184250.979108154773712,0,9030
676011.498685854952782,4184248.983537838794291,0,9060
676041.432240590685979,4184246.987967523280531,0,9090
676071.365795326419175,4184244.99239720730111,0,9120
676101.299350062035955,4184242.99682689178735,0,9150
676131.232904797769152,4184241.001256575807929,0,9180
676161.166459533502348,4184239.005686260294169,0,9210
676191.100014269235544,4184237.010115944780409,0,9240
676221.033569004852325,4184235.014545628800988,0,9270
676250.967123740585521,4184233.018975313287228,0,9300
676280.900678476318717,4184231.023404997307807,0,9330
676310.834233211935498,4184229.027834681794047,0,9360
676340.767787947668694,4184227.032264365814626,0,9390
676370.70134268340189,4184225.036694050300866,0,9420
676400.634897419018671,4184223.041123734787107,0,9450
676430.568452154751867,4184221.045553418807685,0,9480
676460.502006890485063,4184219.049983103293926,0,9510
676490.435561626218259,4184217.054412787314504,0,9540
676520.36911636183504,4184215.058842471800745,0,9570
676550.302671097568236,4184213.063272155821323,0,9600
676580.236225833301432,4184211.067701840307564,0,9630
676610.169780568918213,4184209.072131524328142,0,9660
676640.103335304651409,4184207.076561208814383,0,9690
676670.036890040384606,4184205.080990893300623,0,9720
676699.970444776001386,4184203.085420577321202,0,9750
676729.903999511734582,4184201.089850261807442,0,9780
676759.837554247467779,4184199.094279945828021,0,9810
676789.771108983200975,4184197.098709630314261,0,9840
676819.704663718817756,4184195.10313931433484,0,9870
676849.638218454550952,4184193.10756899882108,0,9900
676879.571773190284148,4184191.11199868330732,0,9930
676909.505327925900929,4184189.116428367327899,0,9960
676939.438882661634125,4184187.120858051814139,0,9990
676969.372437397367321,4184185.125287735834718,0,10020
676999.305992132984102,4184183.129717420320958,0,10050
677029.239546868717298,4184181.134147104341537,0,10080
677059.173101604450494,4184179.138576788827777,0,10110
677089.10665634018369,4184177.143006473314017,0,10140
677119.040211075800471,4184175.147436157334596,0,10170
677148.973765811533667,4184173.151865841820836,0,10200
677178.907320547266863,4184171.156295525841415,0,10230
677208.840875282883644,4184169.160725210327655,0,10260
677238.77443001861684,4184167.165154894348234,0,10290
677268.707984754350036,4184165.169584578834474,0,10320
677298.641539489966817,4184163.174014263320714,0,10350
677328.575094225700013,4184161.178443947341293,0,10380
677358.299805316724814,4184157.947481613140553,0,10410
677387.225967100821435,4184149.992787122260779,0,10440
677416.152128884918056,4184142.038092631846666,0,10470
677445.078290669014677,4184134.083398141432554,0,10500
677474.004452453111298,4184126.128703650552779,0,10530
677502.930614237324335,4184118.174009160138667,0,10560
677531.856776021420956,4184110.219314669258893,0,10590
677560.782937805517577,4184102.26462017884478,0,10620
677589.709099589614198,4184094.309925687965006,0,10650
677618.635261373710819,4184086.355231197550893,0,10680
677647.56142315780744,4184078.400536706671119,0,10710
677676.487584941904061,4184070.445842216257006,0,10740
677705.413746726117097,4184062.491147725377232,0,10770
677734.339908510213718,4184054.536453234963119,0,10800
677763.266070294310339,4184046.581758744083345,0,10830
677792.19223207840696,4184038.627064253669232,0,10860
677821.118393862503581,4184030.672369762789458,0,10890
677850.044555646600202,4184022.717675272375345,0,10920
677878.970717430696823,4184014.762980781961232,0,10950
677907.896879214909859,4184006.808286291081458,0,10980
677936.82304099900648,4183998.853591800667346,0,11010
677965.749202783103101,4183990.898897309787571,0,11040
677994.675364567199722,4183982.944202819373459,0,11070
678023.601526351296343,4183974.989508328493685,0,11100
678052.527688135392964,4183967.034813838079572,0,11130
678081.453849919489585,4183959.080119347199798,0,11160
678110.380011703702621,4183951.125424856785685,0,11190
678139.306173487799242,4183943.170730365905911,0,11220
678168.232335271895863,4183935.216035875491798,0,11250
678197.158497055992484,4183927.261341384612024,0,11280
678226.084658840089105,4183919.306646894197911,0,11310
678255.010820624185726,4183911.351952403783798,0,11340
678283.936982408398762,4183903.397257912904024,0,11370
678312.863144192495383,4183895.442563422489911,0,11400
678341.789305976592004,4183887.487868931610137,0,11430
678370.715467760688625,4183879.533174441196024,0,11460
678399.641629544785246,4183871.57847995031625,0,11490
678428.567791328881867,4183863.623785459902138,0,11520
678457.493953112978488,4183855.669090969022363,0,11550
678486.420114897191525,4183847.714396478608251,0,11580
678515.346276681288145,4183839.759701987728477,0,11610
678544.272438465384766,4183831.805007497314364,0,11640
678573.198600249481387,4183823.85031300643459,0,11670
678602.124762033578008,4183815.895618516020477,0,11700
678631.050923817674629,4183807.940924025140703,0,11730
678659.97708560177125,4183799.98622953472659,0,11760
678688.903247385984287,4183792.031535044312477,0,11790
678717.829409170080908,4183784.076840553432703,0,11820
678746.755570954177529,4183776.12214606301859,0,11850
678775.68173273827415,4183768.167451572138816,0,11880
678804.607894522370771,4183760.212757081724703,0,11910
678833.534056306467392,4183752.258062590844929,0,11940
678862.460218090680428,4183744.303368100430816,0,11970
678891.386379874777049,4183736.348673609551042,0,12000
678920.31254165887367,4183728.39397911913693,0,12030
678949.238703442970291,4183720.439284628257155,0,12060
678978.164865227066912,4183712.484590137843043,0,12090
679007.091027011163533,4183704.529895646963269,0,12120
679036.017188795260154,4183696.575201156549156,0,12150
679064.94335057947319,4183688.620506666135043,0,12180
679093.869512363569811,4183680.665812175255269,0,12210
679122.795674147666432,4183672.711117684841156,0,12240
679151.721835931763053,4183664.756423193961382,0,12270
679180.647997715859674,4183656.801728703547269,0,12300
679209.574159499956295,4183648.847034212667495,0,12330
679238.500321284052916,4183640.892339722253382,0,12360
679267.426483068265952,4183632.937645231373608,0,12390
679296.352644852362573,4183624.982950740959495,0,12420
679325.278806636459194,4183617.028256250079721,0,12450
679354.204968420555815,4183609.073561759665608,0,12480
679383.131130204652436,4183601.118867268785834,0,12510
679412.057291988749057,4183593.164172778371722,0,12540
679440.983453772962093,4183585.209478287491947,0,12570
679469.909615557058714,4183577.254783797077835,0,12600
679498.835777341155335,4183569.300089306663722,0,12630
679527.761939125251956,4183561.345394815783948,0,12660
679556.688100909348577,4183553.390700325369835,0,12690
679585.614262693445198,4183545.436005834490061,0,12720
679614.540424477541819,4183537.481311344075948,0,12750
679643.466586261754856,4183529.526616853196174,0,12780
679672.392748045851476,4183521.571922362782061,0,12810
679701.318909829948097,4183513.617227871902287,0,12840
679730.245071614044718,4183505.662533381488174,0,12870
679759.171233398141339,4183497.7078388906084,0,12900
679788.09739518223796,4183489.753144400194287,0,12930
679817.023556966334581,4183481.798449909314513,0,12960
679845.949718750547618,4183473.8437554189004,0,12990
679874.875880534644239,4183465.889060928486288,0,13020
679903.80204231874086,4183457.934366437606514,0,13050
679932.728204102837481,4183449.979671947192401,0,13080
679961.654365886934102,4183442.024977456312627,0,13110
679990.580527671030723,4183434.070282965898514,0,13140
680019.506689455127344,4183426.11558847501874,0,13170
680048.43285123934038,4183418.160893984604627,0,13200
680077.359013023437001,4183410.206199493724853,0,13230
680106.285174807533622,4183402.25150500331074,0,13260
680135.211336591630243,4183394.296810512430966,0,13290
680164.137498375726864,4183386.342116022016853,0,13320
680193.063660159823485,4183378.387421531137079,0,13350
680221.989821944036521,4183370.432727040722966,0,13380
680250.915983728133142,4183362.478032550308853,0,13410
680279.481987937469967,4183353.379302140790969,0,13440
680307.748428645893,4183343.329012111295015,0,13470
680336.014869354199618,4183333.278722081333399,0,13500
680364.281310062622651,4183323.228432051837444,0,13530
680392.547750770929269,4183313.17814202234149,0,13560
680420.814191479352303,4183303.127851992379874,0,13590
680449.080632187658921,4183293.077561962883919,0,13620
680477.347072896081954,4183283.027271933387965,0,13650
680505.613513604504988,4183272.976981903426349,0,13680
680533.879954312811606,4183262.926691873930395,0,13710
680562.146395021234639,4183252.87640184443444,0,13740
680590.412835729541257,4183242.826111814472824,0,13770
680618.67927643796429,4183232.77582178497687,0,13800
680646.945717146387324,4183222.725531755480915,0,13830
680675.212157854693942,4183212.6752417255193,0,13860
680703.478598563116975,4183202.624951696023345,0,13890
680731.745039271423593,4183192.57466166652739,0,13920
680760.011479979846627,4183182.524371637031436,0,13950
680788.277920688153245,4183172.47408160706982,0,13980
680816.544361396576278,4183162.423791577573866,0,14010
680844.810802104999311,4183152.373501548077911,0,14040
680873.077242813305929,4183142.323211518116295,0,14070
680901.343683521728963,4183132.272921488620341,0,14100
680929.610124230035581,4183122.222631459124386,0,14130
680957.876564938458614,4183112.172341429162771,0,14160
680986.143005646881647,4183102.122051399666816,0,14190
681014.409446355188265,4183092.071761370170861,0,14220
681042.675887063611299,4183082.021471340209246,0,14250
681070.942327771917917,4183071.971181310713291,0,14280
681099.20876848034095,4183061.920891281217337,0,14310
681127.475209188647568,4183051.870601251255721,0,14340
681155.741649897070602,4183041.820311221759766,0,14370
681184.008090605493635,4183031.770021192263812,0,14400
681212.274531313800253,4183021.719731162302196,0,14430
681240.540972022223286,4183011.669441132806242,0,14460
681268.807412730529904,4183001.619151103310287,0,14490
681297.073853438952938,4182991.568861073348671,0,14520
681325.340294147375971,4182981.518571043852717,0,14550
681353.606734855682589,4182971.468281014356762,0,14580
681381.873175564105622,4182961.417990984860808,0,14610
681410.139616272412241,4182951.367700954899192,0,14640
681438.406056980835274,4182941.317410925403237,0,14670
681466.672497689141892,4182931.267120895907283,0,14700
681494.938938397564925,4182921.216830865945667,0,14730
681523.205379105987959,4182911.166540836449713,0,14760
681551.471819814294577,4182901.116250806953758,0,14790
681579.73826052271761,4182891.065960776992142,0,14820
681608.004701231024228,4182881.015670747496188,0,14850
681636.271141939447261,4182870.965380718000233,0,14880
681664.537582647753879,4182860.915090688038617,0,14910
681692.804023356176913,4182850.864800658542663,0,14940
681721.070464064599946,4182840.814510629046708,0,14970
681749.336904772906564,4182830.764220599085093,0,15000
681777.603345481329598,4182820.713930569589138,0,15030
681805.869786189636216,4182810.663640540093184,0,15060
681834.136226898059249,4182800.613350510131568,0,15090
681862.402667606482282,4182790.563060480635613,0,15120
681890.6691083147889,4182780.512770451139659,0,15150
681918.935549023211934,4182770.462480421178043,0,15180
681947.201989731518552,4182760.412190391682088,0,15210
681975.468430439941585,4182750.361900362186134,0,15240
682003.734871148248203,4182740.311610332690179,0,15270
682032.001311856671236,4182730.261320302728564,0,15300
682060.26775256509427,4182720.211030273232609,0,15330
682088.534193273400888,4182710.160740243736655,0,15360
682116.800633981823921,4182700.110450213775039,0,15390
682145.067074690130539,4182690.060160184279084,0,15420
682173.333515398553573,4182680.00987015478313,0,15450
682201.599956106976606,4182669.959580124821514,0,15480
682229.866396815283224,4182659.909290095325559,0,15510
682258.132837523706257,4182649.859000065829605,0,15540
682286.399278232012875,4182639.808710035867989,0,15570
682314.665718940435909,4182629.758420006372035,0,15600
682342.932159648742527,4182619.70812997687608,0,15630
682371.19860035716556,4182609.657839946914464,0,15660
682399.465041065588593,4182599.60754991741851,0,15690
682427.731481773895212,4182589.557259887922555,0,15720
682455.997922482318245,4182579.506969857960939,0,15750
682484.264363190624863,4182569.456679828464985,0,15780
682512.530803899047896,4182559.40638979896903,0,15810
682540.79724460747093,4182549.356099769007415,0,15840
682569.063685315777548,4182539.30580973951146,0,15870
682597.330126024200581,4182529.255519710015506,0,15900
682625.596566732507199,4182519.205229680519551,0,15930
682653.863007440930232,4182509.154939650557935,0,15960
682682.12944814923685,4182499.104649621061981,0,15990
682710.395888857659884,4182489.054359591566026,0,16020
682738.662329566082917,4182479.00406956160441,0,16050
682766.928770274389535,4182468.953779532108456,0,16080
682795.195210982812569,4182458.903489502612501,0,16110
682823.461651691119187,4182448.853199472650886,0,16140
682851.72809239954222,4182438.802909443154931,0,16170
682879.994533107848838,4182428.752619413658977,0,16200
682908.260973816271871,4182418.702329383697361,0,16230
682936.527414524694905,4182408.652039354201406,0,16260
682964.793855233001523,4182398.601749324705452,0,16290
682993.060295941424556,4182388.551459294743836,0,16320
683021.326736649731174,4182378.501169265247881,0,16350
683049.593177358154207,4182368.450879235751927,0,16380
683077.859618066577241,4182358.400589205790311,0,16410
683106.126058774883859,4182348.350299176294357,0,16440
683134.392499483306892,4182338.300009146798402,0,16470
683162.65894019161351,4182328.249719116836786,0,16500
683190.925380900036544,4182318.199429087340832,0,16530
683219.191821608343162,4182308.149139057844877,0,16560
683247.458262316766195,4182298.098849028348923,0,16590
683275.724703025189228,4182288.048558998387307,0,16620
683303.991143733495846,4182277.998268968891352,0,16650
683332.25758444191888,4182267.947978939395398,0,16680
683360.524025150225498,4182257.897688909433782,0,16710
683388.790465858648531,4182247.847398879937828,0,16740
683417.056906567071564,4182237.797108850441873,0,16770
683445.323347275378183,4182227.746818820480257,0,16800
683473.589787983801216,4182217.696528790984303,0,16830
683501.856228692107834,4182207.646238761488348,0,16860
683530.122669400530867,4182197.595948731526732,0,16890
683394.179292351938784,4182221.464603944681585,1,0
683421.799384750192985,4182209.754330851603299,1,30
683449.419477148563601,4182198.044057758990675,1,60
683477.039569546817802,4182186.33378466591239,1,90
683504.659661945188418,4182174.623511573299766,1,120
683532.279754343442619,4182162.91323848022148,1,150
683559.899846741813235,4182151.202965387608856,1,180
683587.519939140067436,4182139.492692294530571,1,210
683615.140031538321637,4182127.782419201917946,1,240
683642.760123936692253,4182116.072146108839661,1,270
683670.380216334946454,4182104.361873016227037,1,300
683698.00030873331707,4182092.651599923148751,1,330
683725.620401131571271,4182080.941326830536127,1,360
683753.240493529941887,4182069.231053737457842,1,390
683780.860585928196087,4182057.520780644845217,1,420
683808.480678326566704,4182045.810507551766932,1,450
683836.100770724820904,4182034.100234459154308,1,480
683863.720863123075105,4182022.389961366076022,1,510
683891.340955521445721,4182010.679688273463398,1,540
