X, Y
661037.000000,4223577.000000
661067.000000,4223577.000000
661097.000000,4223577.000000
661127.000000,4223577.000000
661157.000000,4223547.000000
661187.000000,4223547.000000
661217.000000,4223547.000000
661247.000000,4223547.000000
661277.000000,4223517.000000
661307.000000,4223517.000000
661337.000000,4223517.000000
661367.000000,4223517.000000
661397.000000,4223517.000000
661427.000000,4223517.000000
661457.000000,4223517.000000
661487.000000,4223517.000000
661517.000000,4223517.000000
661547.000000,4223517.000000
661577.000000,4223517.000000
661607.000000,4223517.000000
661637.000000,4223517.000000
661667.000000,4223517.000000
661697.000000,4223517.000000
661727.000000,4223517.000000
661757.000000,4223517.000000
661787.000000,4223517.000000
661817.000000,4223517.000000
661847.000000,4223517.000000
661877.000000,4223517.000000
661907.000000,4223487.000000
661937.000000,4223487.000000
661937.000000,4223457.000000
661967.000000,4223457.000000
661967.000000,4223427.000000
661997.000000,4223427.000000
661997.000000,4223397.000000
662027.000000,4223397.000000
662027.000000,4223367.000000
662057.000000,4223367.000000
662057.000000,4223337.000000
662087.000000,4223337.000000
662087.000000,4223307.000000
662117.000000,4223307.000000
662147.000000,4223277.000000
662177.000000,4223277.000000
662207.000000,4223277.000000
662237.000000,4223247.000000
662267.000000,4223247.000000
662297.000000,4223247.000000
662327.000000,4223247.000000
662357.000000,4223247.000000
662387.000000,4223247.000000
662417.000000,4223247.000000
662447.000000,4223247.000000
662477.000000,4223247.000000
662507.000000,4223247.000000
662537.000000,4223247.000000
662567.000000,4223247.000000
662597.000000,4223217.000000
662627.000000,4223217.000000
662657.000000,4223187.000000
662687.000000,4223157.000000
662717.000000,4223157.000000
662717.000000,4223127.000000
662747.000000,4223127.000000
662747.000000,4223097.000000
662777.000000,4223097.000000
662807.000000,4223067.000000
662837.000000,4223067.000000
662867.000000,4223067.000000
662897.000000,4223067.000000
662927.000000,4223067.000000
662957.000000,4223067.000000
662987.000000,4223067.000000
663017.000000,4223037.000000
663047.000000,4223037.000000
663077.000000,4223007.000000
663107.000000,4223007.000000
663137.000000,4223007.000000
663167.000000,4223007.000000
663197.000000,4222977.000000
663227.000000,4222977.000000
663227.000000,4222947.000000
663257.000000,4222947.000000
663257.000000,4222917.000000
663287.000000,4222917.000000
663287.000000,4222887.000000
663317.000000,4222887.000000
663317.000000,4222857.000000
663347.000000,4222857.000000
663377.000000,4222827.000000
663407.000000,4222827.000000
663437.000000,4222827.000000
663467.000000,4222827.000000
663497.000000,4222827.000000
663527.000000,4222797.000000
663557.000000,4222797.000000
663557.000000,4222767.000000
663587.000000,4222767.000000
663587.000000,4222737.000000
663617.000000,4222737.000000
663647.000000,4222707.000000
663677.000000,4222707.000000
663707.000000,4222707.000000
663737.000000,4222677.000000
663767.000000,4222677.000000
663767.000000,4222647.000000
663797.000000,4222647.000000
663827.000000,4222617.000000
663857.000000,4222617.000000
663887.000000,4222617.000000
663917.000000,4222587.000000
663947.000000,4222587.000000
663977.000000,4222587.000000
664007.000000,4222587.000000
664037.000000,4222557.000000
664067.000000,4222557.000000
664097.000000,4222527.000000
664127.000000,4222527.000000
664157.000000,4222527.000000
664187.000000,4222527.000000
664217.000000,4222527.000000
664247.000000,4222527.000000
664277.000000,4222527.000000
664307.000000,4222527.000000
664337.000000,4222527.000000
664367.000000,4222527.000000
664397.000000,4222527.000000
664427.000000,4222497.000000
664457.000000,4222497.000000
664487.000000,4222497.000000
664517.000000,4222497.000000
664547.000000,4222497.000000
664577.000000,4222467.000000
664607.000000,4222467.000000
664637.000000,4222467.000000
664667.000000,4222467.000000
664697.000000,4222467.000000
664727.000000,4222467.000000
664757.000000,4222467.000000
664787.000000,4222467.000000
664817.000000,4222467.000000
664847.000000,4222467.000000
664877.000000,4222467.000000
664907.000000,4222467.000000
664937.000000,4222467.000000
664967.000000,4222467.000000
664997.000000,4222467.000000
665027.000000,4222467.000000
665057.000000,4222467.000000
665087.000000,4222467.000000
665117.000000,4222467.000000
665147.000000,4222467.000000
665177.000000,4222467.000000
665207.000000,4222467.000000
665237.000000,4222467.000000
665267.000000,4222467.000000
665297.000000,4222467.000000
665327.000000,4222467.000000
665357.000000,4222467.000000
665387.000000,4222467.000000
665417.000000,4222467.000000
665447.000000,4222467.000000
665477.000000,4222467.000000
665507.000000,4222467.000000
665537.000000,4222467.000000
665567.000000,4222467.000000
665597.000000,4222467.000000
665627.000000,4222467.000000
665657.000000,4222467.000000
665687.000000,4222437.000000
665717.000000,4222437.000000
665717.000000,4222407.000000
665747.000000,4222407.000000
665777.000000,4222377.000000
665807.000000,4222347.000000
665837.000000,4222347.000000
665837.000000,4222317.000000
665867.000000,4222317.000000
665867.000000,4222287.000000
665897.000000,4222287.000000
665897.000000,4222257.000000
665927.000000,4222257.000000
665927.000000,4222227.000000
665957.000000,4222227.000000
665957.000000,4222197.000000
665987.000000,4222197.000000
665987.000000,4222167.000000
666017.000000,4222167.000000
666047.000000,4222137.000000
666077.000000,4222107.000000
666107.000000,4222107.000000
666137.000000,4222077.000000
666167.000000,4222047.000000
666197.000000,4222047.000000
666197.000000,4222017.000000
666227.000000,4222017.000000
666227.000000,4221987.000000
666257.000000,4221987.000000
666257.000000,4221957.000000
666287.000000,4221957.000000
666287.000000,4221927.000000
666317.000000,4221927.000000
666347.000000,4221897.000000
666377.000000,4221897.000000
666407.000000,4221897.000000
666437.000000,4221897.000000
666467.000000,4221897.000000
666497.000000,4221897.000000
666527.000000,4221867.000000
666557.000000,4221867.000000
666587.000000,4221837.000000
666617.000000,4221807.000000
666647.000000,4221807.000000
666647.000000,4221777.000000
666677.000000,4221777.000000
666707.000000,4221747.000000
666737.000000,4221747.000000
666767.000000,4221717.000000
666797.000000,4221717.000000
666797.000000,4221687.000000
666827.000000,4221687.000000
666827.000000,4221657.000000
666857.000000,4221657.000000
666857.000000,4221627.000000
666887.000000,4221627.000000
666887.000000,4221597.000000
666917.000000,4221567.000000
666917.000000,4221537.000000
666947.000000,4221507.000000
666947.000000,4221477.000000
666977.000000,4221477.000000
666977.000000,4221447.000000
667007.000000,4221447.000000
667007.000000,4221417.000000
667037.000000,4221417.000000
667037.000000,4221387.000000
667067.000000,4221387.000000
667067.000000,4221357.000000
667097.000000,4221357.000000
667097.000000,4221327.000000
667127.000000,4221327.000000
667127.000000,4221297.000000
667157.000000,4221297.000000
667157.000000,4221267.000000
667187.000000,4221267.000000
667187.000000,4221237.000000
667217.000000,4221237.000000
667217.000000,4221207.000000
667247.000000,4221207.000000
667247.000000,4221177.000000
667277.000000,4221177.000000
667277.000000,4221147.000000
667307.000000,4221147.000000
667307.000000,4221117.000000
667337.000000,4221117.000000
667337.000000,4221087.000000
667367.000000,4221087.000000
667367.000000,4221057.000000
667397.000000,4221057.000000
667397.000000,4221027.000000
667427.000000,4221027.000000
667427.000000,4220997.000000
667457.000000,4220997.000000
667457.000000,4220967.000000
667487.000000,4220967.000000
667487.000000,4220937.000000
667517.000000,4220937.000000
667517.000000,4220907.000000
667547.000000,4220907.000000
667547.000000,4220877.000000
667577.000000,4220877.000000
667577.000000,4220847.000000
667607.000000,4220847.000000
667607.000000,4220817.000000
667637.000000,4220817.000000
667637.000000,4220787.000000
667667.000000,4220787.000000
667667.000000,4220757.000000
667697.000000,4220757.000000
667697.000000,4220727.000000
667727.000000,4220727.000000
667727.000000,4220697.000000
667757.000000,4220697.000000
667757.000000,4220667.000000
667787.000000,4220667.000000
667817.000000,4220637.000000
667847.000000,4220607.000000
667877.000000,4220607.000000
667907.000000,4220577.000000
667937.000000,4220547.000000
667967.000000,4220547.000000
667997.000000,4220517.000000
668027.000000,4220487.000000
668057.000000,4220487.000000
668087.000000,4220457.000000
668117.000000,4220427.000000
668147.000000,4220427.000000
668177.000000,4220397.000000
668207.000000,4220367.000000
668237.000000,4220367.000000
668237.000000,4220337.000000
668267.000000,4220337.000000
668267.000000,4220307.000000
668297.000000,4220307.000000
668327.000000,4220277.000000
668357.000000,4220277.000000
668387.000000,4220247.000000
668417.000000,4220247.000000
668417.000000,4220217.000000
668447.000000,4220217.000000
668477.000000,4220187.000000
668507.000000,4220157.000000
668537.000000,4220157.000000
668567.000000,4220127.000000
668597.000000,4220127.000000
668627.000000,4220097.000000
668657.000000,4220097.000000
668657.000000,4220067.000000
668687.000000,4220067.000000
668687.000000,4220037.000000
668717.000000,4220037.000000
668747.000000,4220007.000000
668777.000000,4219977.000000
668807.000000,4219977.000000
668837.000000,4219947.000000
668867.000000,4219917.000000
668897.000000,4219917.000000
668897.000000,4219887.000000
668927.000000,4219887.000000
668957.000000,4219857.000000
668987.000000,4219857.000000
669017.000000,4219827.000000
669047.000000,4219827.000000
669047.000000,4219797.000000
669077.000000,4219797.000000
669107.000000,4219767.000000
669137.000000,4219737.000000
669167.000000,4219737.000000
669167.000000,4219707.000000
669197.000000,4219707.000000
669227.000000,4219677.000000
669257.000000,4219677.000000
669287.000000,4219647.000000
669317.000000,4219647.000000
669317.000000,4219617.000000
669347.000000,4219617.000000
669377.000000,4219587.000000
669407.000000,4219557.000000
669437.000000,4219557.000000
669437.000000,4219527.000000
669467.000000,4219527.000000
669497.000000,4219497.000000
669527.000000,4219497.000000
669557.000000,4219467.000000
669587.000000,4219467.000000
669617.000000,4219437.000000
669647.000000,4219407.000000
669677.000000,4219407.000000
669677.000000,4219377.000000
669707.000000,4219377.000000
669737.000000,4219347.000000
669767.000000,4219317.000000
669797.000000,4219317.000000
669797.000000,4219287.000000
669827.000000,4219287.000000
669857.000000,4219257.000000
669887.000000,4219257.000000
669917.000000,4219227.000000
669947.000000,4219227.000000
669947.000000,4219197.000000
669977.000000,4219197.000000
669977.000000,4219167.000000
670007.000000,4219167.000000
670037.000000,4219137.000000
670067.000000,4219137.000000
670097.000000,4219107.000000
670127.000000,4219107.000000
670127.000000,4219077.000000
670157.000000,4219077.000000
670157.000000,4219047.000000
670187.000000,4219047.000000
670217.000000,4219017.000000
670247.000000,4219017.000000
670277.000000,4218987.000000
670307.000000,4218987.000000
670307.000000,4218957.000000
670337.000000,4218957.000000
670337.000000,4218927.000000
670367.000000,4218927.000000
670397.000000,4218897.000000
670427.000000,4218867.000000
670457.000000,4218867.000000
670487.000000,4218837.000000
670517.000000,4218837.000000
670547.000000,4218807.000000
670577.000000,4218807.000000
670607.000000,4218777.000000
670637.000000,4218747.000000
670667.000000,4218747.000000
670667.000000,4218717.000000
670697.000000,4218717.000000
670697.000000,4218687.000000
670727.000000,4218687.000000
670757.000000,4218657.000000
670787.000000,4218627.000000
670817.000000,4218627.000000
670817.000000,4218597.000000
670847.000000,4218597.000000
670877.000000,4218567.000000
670907.000000,4218537.000000
670937.000000,4218537.000000
670937.000000,4218507.000000
670967.000000,4218507.000000
670967.000000,4218477.000000
670997.000000,4218477.000000
670997.000000,4218447.000000
671027.000000,4218447.000000
671027.000000,4218417.000000
671057.000000,4218417.000000
671057.000000,4218387.000000
671087.000000,4218387.000000
671087.000000,4218357.000000
671117.000000,4218357.000000
671117.000000,4218327.000000
671147.000000,4218327.000000
671147.000000,4218297.000000
671177.000000,4218297.000000
671177.000000,4218267.000000
671207.000000,4218267.000000
671207.000000,4218237.000000
671237.000000,4218237.000000
671237.000000,4218207.000000
671267.000000,4218207.000000
671267.000000,4218177.000000
671297.000000,4218177.000000
671297.000000,4218147.000000
671327.000000,4218147.000000
671327.000000,4218117.000000
671357.000000,4218117.000000
671357.000000,4218087.000000
671387.000000,4218087.000000
671387.000000,4218057.000000
671417.000000,4218057.000000
671417.000000,4218027.000000
671447.000000,4218027.000000
671447.000000,4217997.000000
671477.000000,4217997.000000
671477.000000,4217967.000000
671507.000000,4217967.000000
671507.000000,4217937.000000
671537.000000,4217937.000000
671567.000000,4217907.000000
671597.000000,4217907.000000
671627.000000,4217907.000000
671657.000000,4217907.000000
671687.000000,4217877.000000
671717.000000,4217877.000000
671747.000000,4217847.000000
671777.000000,4217817.000000
671807.000000,4217817.000000
671807.000000,4217787.000000
671837.000000,4217757.000000
671837.000000,4217727.000000
671837.000000,4217697.000000
671867.000000,4217667.000000
671867.000000,4217637.000000
671867.000000,4217607.000000
671867.000000,4217577.000000
671867.000000,4217547.000000
671867.000000,4217517.000000
671867.000000,4217487.000000
671867.000000,4217457.000000
671867.000000,4217427.000000
671867.000000,4217397.000000
671867.000000,4217367.000000
671867.000000,4217337.000000
671867.000000,4217307.000000
671867.000000,4217277.000000
671867.000000,4217247.000000
671867.000000,4217217.000000
671867.000000,4217187.000000
671897.000000,4217157.000000
671897.000000,4217127.000000
671927.000000,4217127.000000
671927.000000,4217097.000000
671957.000000,4217097.000000
671957.000000,4217067.000000
671987.000000,4217067.000000
671987.000000,4217037.000000
672017.000000,4217037.000000
672017.000000,4217007.000000
672047.000000,4217007.000000
672047.000000,4216977.000000
672077.000000,4216977.000000
672077.000000,4216947.000000
672107.000000,4216947.000000
672107.000000,4216917.000000
672137.000000,4216917.000000
672137.000000,4216887.000000
672167.000000,4216857.000000
672167.000000,4216827.000000
672167.000000,4216797.000000
672167.000000,4216767.000000
672167.000000,4216737.000000
672137.000000,4216707.000000
672137.000000,4216677.000000
672137.000000,4216647.000000
672137.000000,4216617.000000
672137.000000,4216587.000000
672137.000000,4216557.000000
672137.000000,4216527.000000
672137.000000,4216497.000000
672137.000000,4216467.000000
672137.000000,4216437.000000
672137.000000,4216407.000000
672137.000000,4216377.000000
672137.000000,4216347.000000
672137.000000,4216317.000000
672137.000000,4216287.000000
672137.000000,4216257.000000
672137.000000,4216227.000000
672137.000000,4216197.000000
672137.000000,4216167.000000
672137.000000,4216137.000000
672137.000000,4216107.000000
672137.000000,4216077.000000
672137.000000,4216047.000000
672137.000000,4216017.000000
672137.000000,4215987.000000
672137.000000,4215957.000000
672137.000000,4215927.000000
672137.000000,4215897.000000
672137.000000,4215867.000000
672137.000000,4215837.000000
672137.000000,4215807.000000
672137.000000,4215777.000000
672137.000000,4215747.000000
672137.000000,4215717.000000
672137.000000,4215687.000000
672137.000000,4215657.000000
672137.000000,4215627.000000
672137.000000,4215597.000000
672137.000000,4215567.000000
672137.000000,4215537.000000
672137.000000,4215507.000000
672137.000000,4215477.000000
672137.000000,4215447.000000
672137.000000,4215417.000000
672137.000000,4215387.000000
672137.000000,4215357.000000
672137.000000,4215327.000000
672137.000000,4215297.000000
672137.000000,4215267.000000
672137.000000,4215237.000000
672137.000000,4215207.000000
672137.000000,4215177.000000
672137.000000,4215147.000000
672137.000000,4215117.000000
672137.000000,4215087.000000
672137.000000,4215057.000000
672137.000000,4215027.000000
672137.000000,4214997.000000
672137.000000,4214967.000000
672167.000000,4214937.000000
672167.000000,4214907.000000
672197.000000,4214907.000000
672197.000000,4214877.000000
672227.000000,4214877.000000
672227.000000,4214847.000000
672257.000000,4214847.000000
672257.000000,4214817.000000
672287.000000,4214817.000000
672287.000000,4214787.000000
672317.000000,4214787.000000
672317.000000,4214757.000000
672347.000000,4214757.000000
672347.000000,4214727.000000
672377.000000,4214727.000000
672377.000000,4214697.000000
672407.000000,4214697.000000
672407.000000,4214667.000000
672437.000000,4214637.000000
672437.000000,4214607.000000
672437.000000,4214577.000000
672437.000000,4214547.000000
672437.000000,4214517.000000
672467.000000,4214487.000000
672467.000000,4214457.000000
672497.000000,4214457.000000
672497.000000,4214427.000000
672527.000000,4214427.000000
672527.000000,4214397.000000
672557.000000,4214397.000000
672557.000000,4214367.000000
672587.000000,4214367.000000
672587.000000,4214337.000000
672617.000000,4214337.000000
672617.000000,4214307.000000
672647.000000,4214307.000000
672647.000000,4214277.000000
672677.000000,4214247.000000
672677.000000,4214217.000000
672707.000000,4214187.000000
672707.000000,4214157.000000
672737.000000,4214127.000000
672737.000000,4214097.000000
672767.000000,4214067.000000
672767.000000,4214037.000000
672797.000000,4214007.000000
672797.000000,4213977.000000
672797.000000,4213947.000000
672827.000000,4213917.000000
672827.000000,4213887.000000
672857.000000,4213887.000000
672857.000000,4213857.000000
672887.000000,4213857.000000
672887.000000,4213827.000000
672917.000000,4213827.000000
672917.000000,4213797.000000
672947.000000,4213797.000000
672947.000000,4213767.000000
672977.000000,4213767.000000
672977.000000,4213737.000000
673007.000000,4213737.000000
673007.000000,4213707.000000
673037.000000,4213677.000000
673037.000000,4213647.000000
673037.000000,4213617.000000
673037.000000,4213587.000000
673067.000000,4213557.000000
673067.000000,4213527.000000
673097.000000,4213497.000000
673097.000000,4213467.000000
673127.000000,4213437.000000
673127.000000,4213407.000000
673157.000000,4213377.000000
673157.000000,4213347.000000
673157.000000,4213317.000000
673187.000000,4213287.000000
673187.000000,4213257.000000
673217.000000,4213227.000000
673247.000000,4213197.000000
673247.000000,4213167.000000
673277.000000,4213167.000000
673277.000000,4213137.000000
673307.000000,4213107.000000
673307.000000,4213077.000000
673307.000000,4213047.000000
673307.000000,4213017.000000
673307.000000,4212987.000000
673337.000000,4212957.000000
673337.000000,4212927.000000
673367.000000,4212927.000000
673367.000000,4212897.000000
673397.000000,4212897.000000
673397.000000,4212867.000000
673427.000000,4212867.000000
673427.000000,4212837.000000
673457.000000,4212807.000000
673487.000000,4212777.000000
673487.000000,4212747.000000
673517.000000,4212717.000000
673517.000000,4212687.000000
673517.000000,4212657.000000
673517.000000,4212627.000000
673517.000000,4212597.000000
673517.000000,4212567.000000
673517.000000,4212537.000000
673517.000000,4212507.000000
673517.000000,4212477.000000
673517.000000,4212447.000000
673517.000000,4212417.000000
673517.000000,4212387.000000
673517.000000,4212357.000000
673517.000000,4212327.000000
673517.000000,4212297.000000
673517.000000,4212267.000000
673517.000000,4212237.000000
673517.000000,4212207.000000
673517.000000,4212177.000000
673517.000000,4212147.000000
673547.000000,4212117.000000
673547.000000,4212087.000000
673577.000000,4212087.000000
673577.000000,4212057.000000
673607.000000,4212057.000000
673607.000000,4212027.000000
673637.000000,4212027.000000
673637.000000,4211997.000000
673667.000000,4211997.000000
673667.000000,4211967.000000
673697.000000,4211967.000000
673697.000000,4211937.000000
673727.000000,4211937.000000
673727.000000,4211907.000000
673757.000000,4211907.000000
673757.000000,4211877.000000
673787.000000,4211847.000000
673787.000000,4211817.000000
673787.000000,4211787.000000
673817.000000,4211757.000000
673847.000000,4211727.000000
673847.000000,4211697.000000
673877.000000,4211667.000000
673877.000000,4211637.000000
673877.000000,4211607.000000
673877.000000,4211577.000000
673877.000000,4211547.000000
673877.000000,4211517.000000
673877.000000,4211487.000000
673877.000000,4211457.000000
673877.000000,4211427.000000
673877.000000,4211397.000000
673877.000000,4211367.000000
673877.000000,4211337.000000
673877.000000,4211307.000000
673877.000000,4211277.000000
673907.000000,4211247.000000
673907.000000,4211217.000000
673937.000000,4211217.000000
673937.000000,4211187.000000
673967.000000,4211157.000000
673967.000000,4211127.000000
673967.000000,4211097.000000
673967.000000,4211067.000000
673997.000000,4211037.000000
673997.000000,4211007.000000
673997.000000,4210977.000000
673997.000000,4210947.000000
674027.000000,4210917.000000
674027.000000,4210887.000000
674057.000000,4210887.000000
674057.000000,4210857.000000
674087.000000,4210857.000000
674087.000000,4210827.000000
674117.000000,4210797.000000
674117.000000,4210767.000000
674117.000000,4210737.000000
674117.000000,4210707.000000
674147.000000,4210677.000000
674147.000000,4210647.000000
674177.000000,4210617.000000
674177.000000,4210587.000000
674177.000000,4210557.000000
674177.000000,4210527.000000
674177.000000,4210497.000000
674177.000000,4210467.000000
674207.000000,4210437.000000
674207.000000,4210407.000000
674207.000000,4210377.000000
674207.000000,4210347.000000
674207.000000,4210317.000000
674207.000000,4210287.000000
674207.000000,4210257.000000
674177.000000,4210227.000000
674177.000000,4210197.000000
674177.000000,4210167.000000
674177.000000,4210137.000000
674147.000000,4210107.000000
674147.000000,4210077.000000
674117.000000,4210047.000000
674087.000000,4210017.000000
674057.000000,4209987.000000
674027.000000,4209957.000000
673997.000000,4209927.000000
673967.000000,4209897.000000
673937.000000,4209867.000000
673907.000000,4209837.000000
673877.000000,4209807.000000
673847.000000,4209777.000000
673817.000000,4209747.000000
673787.000000,4209717.000000
673757.000000,4209687.000000
673727.000000,4209657.000000
673697.000000,4209627.000000
673697.000000,4209597.000000
673697.000000,4209567.000000
673697.000000,4209537.000000
673697.000000,4209507.000000
673697.000000,4209477.000000
673697.000000,4209447.000000
673697.000000,4209417.000000
673697.000000,4209387.000000
673697.000000,4209357.000000
673697.000000,4209327.000000
673697.000000,4209297.000000
673697.000000,4209267.000000
673697.000000,4209237.000000
673697.000000,4209207.000000
673667.000000,4209177.000000
673667.000000,4209147.000000
673637.000000,4209117.000000
673637.000000,4209087.000000
673637.000000,4209057.000000
673637.000000,4209027.000000
673637.000000,4208997.000000
673637.000000,4208967.000000
673637.000000,4208937.000000
673637.000000,4208907.000000
673637.000000,4208877.000000
673637.000000,4208847.000000
673637.000000,4208817.000000
673637.000000,4208787.000000
673637.000000,4208757.000000
673637.000000,4208727.000000
673637.000000,4208697.000000
673637.000000,4208667.000000
673637.000000,4208637.000000
673637.000000,4208607.000000
673637.000000,4208577.000000
673637.000000,4208547.000000
673637.000000,4208517.000000
673637.000000,4208487.000000
673637.000000,4208457.000000
673637.000000,4208427.000000
673637.000000,4208397.000000
673637.000000,4208367.000000
673637.000000,4208337.000000
673637.000000,4208307.000000
673637.000000,4208277.000000
673637.000000,4208247.000000
673637.000000,4208217.000000
673637.000000,4208187.000000
673637.000000,4208157.000000
673637.000000,4208127.000000
673637.000000,4208097.000000
673637.000000,4208067.000000
673637.000000,4208037.000000
673637.000000,4208007.000000
673637.000000,4207977.000000
673637.000000,4207947.000000
673637.000000,4207917.000000
673637.000000,4207887.000000
673637.000000,4207857.000000
673637.000000,4207827.000000
673637.000000,4207797.000000
673667.000000,4207767.000000
673667.000000,4207737.000000
673667.000000,4207707.000000
673667.000000,4207677.000000
673667.000000,4207647.000000
673667.000000,4207617.000000
673667.000000,4207587.000000
673667.000000,4207557.000000
673667.000000,4207527.000000
673667.000000,4207497.000000
673667.000000,4207467.000000
673667.000000,4207437.000000
673667.000000,4207407.000000
673667.000000,4207377.000000
673667.000000,4207347.000000
673697.000000,4207317.000000
673697.000000,4207287.000000
673727.000000,4207287.000000
673727.000000,4207257.000000
673757.000000,4207257.000000
673757.000000,4207227.000000
673787.000000,4207227.000000
673787.000000,4207197.000000
673817.000000,4207197.000000
673817.000000,4207167.000000
673847.000000,4207137.000000
673847.000000,4207107.000000
673877.000000,4207077.000000
673877.000000,4207047.000000
673907.000000,4207017.000000
673937.000000,4206987.000000
673937.000000,4206957.000000
673967.000000,4206927.000000
673967.000000,4206897.000000
673997.000000,4206867.000000
673997.000000,4206837.000000
674027.000000,4206837.000000
674027.000000,4206807.000000
674057.000000,4206807.000000
674057.000000,4206777.000000
674087.000000,4206777.000000
674087.000000,4206747.000000
674117.000000,4206747.000000
674117.000000,4206717.000000
674147.000000,4206717.000000
674147.000000,4206687.000000
674177.000000,4206657.000000
674177.000000,4206627.000000
674177.000000,4206597.000000
674207.000000,4206567.000000
674207.000000,4206537.000000
674237.000000,4206507.000000
674237.000000,4206477.000000
674237.000000,4206447.000000
674237.000000,4206417.000000
674237.000000,4206387.000000
674267.000000,4206357.000000
674267.000000,4206327.000000
674297.000000,4206297.000000
674327.000000,4206267.000000
674327.000000,4206237.000000
674357.000000,4206237.000000
674357.000000,4206207.000000
674387.000000,4206207.000000
674387.000000,4206177.000000
674417.000000,4206177.000000
674417.000000,4206147.000000
674447.000000,4206147.000000
674447.000000,4206117.000000
674477.000000,4206117.000000
674477.000000,4206087.000000
674507.000000,4206087.000000
674507.000000,4206057.000000
674537.000000,4206027.000000
674567.000000,4205997.000000
674567.000000,4205967.000000
674597.000000,4205937.000000
674627.000000,4205907.000000
674627.000000,4205877.000000
674657.000000,4205847.000000
674687.000000,4205817.000000
674687.000000,4205787.000000
674717.000000,4205787.000000
674717.000000,4205757.000000
674747.000000,4205757.000000
674747.000000,4205727.000000
674777.000000,4205727.000000
674777.000000,4205697.000000
674807.000000,4205667.000000
674837.000000,4205637.000000
674837.000000,4205607.000000
674867.000000,4205607.000000
674867.000000,4205577.000000
674897.000000,4205547.000000
674897.000000,4205517.000000
674897.000000,4205487.000000
674897.000000,4205457.000000
674897.000000,4205427.000000
674897.000000,4205397.000000
674897.000000,4205367.000000
674927.000000,4205337.000000
674927.000000,4205307.000000
674957.000000,4205307.000000
674957.000000,4205277.000000
674987.000000,4205277.000000
674987.000000,4205247.000000
675017.000000,4205217.000000
675017.000000,4205187.000000
675017.000000,4205157.000000
675017.000000,4205127.000000
675047.000000,4205097.000000
675047.000000,4205067.000000
675047.000000,4205037.000000
675047.000000,4205007.000000
675077.000000,4204977.000000
675077.000000,4204947.000000
675107.000000,4204917.000000
675107.000000,4204887.000000
675137.000000,4204857.000000
675137.000000,4204827.000000
675137.000000,4204797.000000
675167.000000,4204767.000000
675167.000000,4204737.000000
675197.000000,4204707.000000
675197.000000,4204677.000000
675197.000000,4204647.000000
675197.000000,4204617.000000
675197.000000,4204587.000000
675227.000000,4204557.000000
675227.000000,4204527.000000
675257.000000,4204497.000000
675257.000000,4204467.000000
675257.000000,4204437.000000
675287.000000,4204407.000000
675287.000000,4204377.000000
675287.000000,4204347.000000
675317.000000,4204317.000000
675317.000000,4204287.000000
675317.000000,4204257.000000
675347.000000,4204227.000000
675347.000000,4204197.000000
675347.000000,4204167.000000
675377.000000,4204137.000000
675377.000000,4204107.000000
675377.000000,4204077.000000
675377.000000,4204047.000000
675377.000000,4204017.000000
675407.000000,4203987.000000
675407.000000,4203957.000000
675437.000000,4203927.000000
675437.000000,4203897.000000
675437.000000,4203867.000000
675437.000000,4203837.000000
675467.000000,4203807.000000
675467.000000,4203777.000000
675497.000000,4203747.000000
675497.000000,4203717.000000
675527.000000,4203687.000000
675527.000000,4203657.000000
675557.000000,4203627.000000
675557.000000,4203597.000000
675557.000000,4203567.000000
675557.000000,4203537.000000
675587.000000,4203507.000000
675617.000000,4203477.000000
675617.000000,4203447.000000
675647.000000,4203447.000000
675647.000000,4203417.000000
675677.000000,4203417.000000
675677.000000,4203387.000000
675707.000000,4203387.000000
675707.000000,4203357.000000
675737.000000,4203357.000000
675737.000000,4203327.000000
675767.000000,4203327.000000
675767.000000,4203297.000000
675797.000000,4203297.000000
675797.000000,4203267.000000
675827.000000,4203267.000000
675827.000000,4203237.000000
675857.000000,4203237.000000
675857.000000,4203207.000000
675887.000000,4203207.000000
675887.000000,4203177.000000
675917.000000,4203177.000000
675917.000000,4203147.000000
675947.000000,4203147.000000
675947.000000,4203117.000000
675977.000000,4203117.000000
675977.000000,4203087.000000
676007.000000,4203087.000000
676007.000000,4203057.000000
676037.000000,4203057.000000
676037.000000,4203027.000000
676067.000000,4203027.000000
676067.000000,4202997.000000
676097.000000,4202997.000000
676097.000000,4202967.000000
676127.000000,4202967.000000
676127.000000,4202937.000000
676157.000000,4202937.000000
676157.000000,4202907.000000
676187.000000,4202907.000000
676187.000000,4202877.000000
676217.000000,4202877.000000
676217.000000,4202847.000000
676247.000000,4202847.000000
676247.000000,4202817.000000
676277.000000,4202817.000000
676277.000000,4202787.000000
676307.000000,4202787.000000
676307.000000,4202757.000000
676337.000000,4202757.000000
676337.000000,4202727.000000
676367.000000,4202727.000000
676367.000000,4202697.000000
676397.000000,4202697.000000
676397.000000,4202667.000000
676427.000000,4202667.000000
676457.000000,4202637.000000
676487.000000,4202637.000000
676517.000000,4202637.000000
676547.000000,4202637.000000
676577.000000,4202637.000000
676607.000000,4202637.000000
676637.000000,4202637.000000
676667.000000,4202637.000000
676697.000000,4202637.000000
676727.000000,4202637.000000
676757.000000,4202637.000000
676787.000000,4202637.000000
676817.000000,4202637.000000
676847.000000,4202637.000000
676877.000000,4202637.000000
676907.000000,4202637.000000
676937.000000,4202637.000000
676967.000000,4202637.000000
676997.000000,4202637.000000
677027.000000,4202637.000000
