X, Y
655247.000000,4222677.000000
655277.000000,4222677.000000
655307.000000,4222677.000000
655337.000000,4222677.000000
655367.000000,4222677.000000
655397.000000,4222707.000000
655427.000000,4222707.000000
655457.000000,4222737.000000
655487.000000,4222767.000000
655517.000000,4222797.000000
655547.000000,4222827.000000
655577.000000,4222857.000000
655607.000000,4222887.000000
655637.000000,4222917.000000
655667.000000,4222947.000000
655697.000000,4222977.000000
655727.000000,4223007.000000
655757.000000,4223037.000000
655787.000000,4223067.000000
655817.000000,4223097.000000
655847.000000,4223127.000000
655877.000000,4223157.000000
655907.000000,4223187.000000
655937.000000,4223217.000000
655967.000000,4223247.000000
655997.000000,4223277.000000
656027.000000,4223307.000000
656057.000000,4223337.000000
656087.000000,4223367.000000
656117.000000,4223397.000000
656147.000000,4223427.000000
656177.000000,4223457.000000
656207.000000,4223487.000000
656237.000000,4223517.000000
656237.000000,4223547.000000
656267.000000,4223577.000000
656267.000000,4223607.000000
656267.000000,4223637.000000
656267.000000,4223667.000000
656267.000000,4223697.000000
656267.000000,4223727.000000
656267.000000,4223757.000000
656267.000000,4223787.000000
656297.000000,4223817.000000
656327.000000,4223847.000000
656357.000000,4223847.000000
656387.000000,4223847.000000
656417.000000,4223847.000000
656447.000000,4223847.000000
656477.000000,4223847.000000
656507.000000,4223817.000000
656537.000000,4223817.000000
656567.000000,4223787.000000
656597.000000,4223787.000000
656627.000000,4223787.000000
656657.000000,4223787.000000
656687.000000,4223787.000000
656717.000000,4223787.000000
656747.000000,4223787.000000
656777.000000,4223787.000000
656807.000000,4223787.000000
656837.000000,4223787.000000
656867.000000,4223787.000000
656897.000000,4223787.000000
656927.000000,4223787.000000
656957.000000,4223787.000000
656987.000000,4223787.000000
657017.000000,4223787.000000
657047.000000,4223787.000000
657077.000000,4223787.000000
657107.000000,4223787.000000
657137.000000,4223787.000000
657167.000000,4223787.000000
657197.000000,4223787.000000
657227.000000,4223787.000000
657257.000000,4223787.000000
657287.000000,4223787.000000
657317.000000,4223787.000000
657347.000000,4223787.000000
657377.000000,4223787.000000
657407.000000,4223757.000000
657437.000000,4223757.000000
657467.000000,4223727.000000
657497.000000,4223727.000000
657527.000000,4223727.000000
657557.000000,4223727.000000
657587.000000,4223727.000000
657617.000000,4223727.000000
657647.000000,4223727.000000
657677.000000,4223727.000000
657707.000000,4223727.000000
657737.000000,4223727.000000
657767.000000,4223727.000000
657797.000000,4223727.000000
657827.000000,4223727.000000
657857.000000,4223727.000000
657887.000000,4223727.000000
657917.000000,4223727.000000
657947.000000,4223727.000000
657977.000000,4223727.000000
658007.000000,4223727.000000
658037.000000,4223727.000000
658067.000000,4223727.000000
658097.000000,4223727.000000
658127.000000,4223727.000000
658157.000000,4223727.000000
658187.000000,4223727.000000
658217.000000,4223727.000000
658247.000000,4223727.000000
658277.000000,4223727.000000
658307.000000,4223727.000000
658337.000000,4223727.000000
658367.000000,4223727.000000
658397.000000,4223727.000000
658427.000000,4223727.000000
658457.000000,4223727.000000
658487.000000,4223727.000000
658517.000000,4223727.000000
658547.000000,4223727.000000
658577.000000,4223727.000000
658607.000000,4223727.000000
658637.000000,4223727.000000
658667.000000,4223727.000000
658697.000000,4223727.000000
658727.000000,4223727.000000
658757.000000,4223727.000000
658787.000000,4223727.000000
658817.000000,4223727.000000
658847.000000,4223727.000000
658877.000000,4223727.000000
658907.000000,4223727.000000
658937.000000,4223727.000000
658967.000000,4223727.000000
658997.000000,4223727.000000
659027.000000,4223727.000000
659057.000000,4223727.000000
659087.000000,4223727.000000
659117.000000,4223727.000000
659147.000000,4223727.000000
659177.000000,4223727.000000
659207.000000,4223727.000000
659237.000000,4223727.000000
659267.000000,4223727.000000
659297.000000,4223727.000000
659327.000000,4223727.000000
659357.000000,4223727.000000
659387.000000,4223727.000000
659417.000000,4223727.000000
659447.000000,4223727.000000
659477.000000,4223727.000000
659507.000000,4223727.000000
659537.000000,4223727.000000
659567.000000,4223757.000000
659597.000000,4223757.000000
659627.000000,4223757.000000
659657.000000,4223757.000000
659687.000000,4223757.000000
659717.000000,4223757.000000
659747.000000,4223757.000000
659777.000000,4223757.000000
659807.000000,4223757.000000
659837.000000,4223757.000000
659867.000000,4223757.000000
659897.000000,4223757.000000
659927.000000,4223757.000000
659957.000000,4223787.000000
659987.000000,4223787.000000
660017.000000,4223787.000000
660047.000000,4223787.000000
660077.000000,4223787.000000
660107.000000,4223787.000000
660137.000000,4223787.000000
660167.000000,4223787.000000
660197.000000,4223757.000000
660227.000000,4223757.000000
660257.000000,4223727.000000
660287.000000,4223727.000000
660317.000000,4223727.000000
660347.000000,4223727.000000
660377.000000,4223727.000000
660407.000000,4223697.000000
660437.000000,4223697.000000
660467.000000,4223667.000000
660497.000000,4223637.000000
660527.000000,4223637.000000
660557.000000,4223607.000000
660587.000000,4223607.000000
660617.000000,4223607.000000
660647.000000,4223607.000000
660677.000000,4223607.000000
660707.000000,4223577.000000
660737.000000,4223577.000000
660767.000000,4223577.000000
660797.000000,4223577.000000
660827.000000,4223577.000000
660857.000000,4223577.000000
660887.000000,4223577.000000
660917.000000,4223577.000000
660947.000000,4223577.000000
660977.000000,4223577.000000
661007.000000,4223577.000000
